Trial;Time;B1;B2;B3;B4;B5;B6;B7;B8;B9;s1;s2;s3;s4;s5;s6;;Trial;Time_aggre;Time_start;Time_see;Time_lat;Lat_first;
40;14:25;;;;;;;;;;FS;;;;;;;;;;;;;
40;14:26;;;;;;;;;;FS;;;;;;;;;;;;;
40;14:29;;;;;;;;;;;;;;;;;;;;;;;
40;14:42;;;;;;;;;;;;;;;;;;;;;;;
40;14:45;;;;;;;;;;FS;;;;;;;;;;;;;
41;10:46;;;;;;;;;;;;;;;;;;;;;;;
41;10:49;;;;;;;;;;;;;;;;;;;;;;;
41;10:51;;;;;;;;;;;;;;;;;;;;;;;
42;11:51;;;;;;;;;;;;;;;;;;;;;;;
42;12:10;D;B;;;;;;;;B;D;;;;;;;;;;;;
42;12:29;;;;;;;;;;FS;;;;;;;;;;;;;
42;12:34;D;;;;;;;;;D;L;D;;;;;;;;;;;
42;12:34;D;;;;;;;;;;;;;;;;;;;;;;
42;12:39;D;D;;;;;;;;FS;;;;;;;;;;;;;
42;12:43;;;;;;;;;;TS;;;;;;;;;;;;;
42;12:47;D;;;;;;;;;FS;;;;;;;;;;;;;
42;12:50;D;;;;;;;;;TS;;;;;;;;;;;;;
42;12:53;;;;;;;;;;FS;;;;;;;;;;;;;
43;14:04;B;;;;;;;;;;;;;;;;;;;;;;
43;14:07;D;;;;;;;;;TS;;;;;;;;;;;;;
43;14:07;D;;;;;;;;;;;;;;;;;;;;;;
43;14:13;;;;;;;;;;TS;;;;;;;;;;;;;
43;14:20;;;;;;;;;;;;;;;;;;;;;;;
43;14:21;D;;;;;;;;;FS;FS;;;;;;;;;;;;
43;14:22;L;D;;;;;;;;TS;;;;;;;;;;;;;
43;14:23;D;;;;;;;;;;;;;;;;;;;;;;
43;14:25;B;;;;;;;;;TS;;;;;;;;;;;;;
43;14:28;;;;;;;;;;TS;;;;;;;;;;;;;
43;14:30;D;;;;;;;;;FS;;;;;;;;;;;;;
43;14:33;;;;;;;;;;;;;;;;;;;;;;;
43;14:47;;;;;;;;;;;;;;;;;;;;;;;
44;15:39;D;;;;;;;;;D;L;D;;;;;;;;;;;
44;15:40;;;;;;;;;;D;MG;;;;;;;;;;;;
44;15:45;B;;;;;;;;;TS;;;;;;;;;;;;;
44;15:46;D;B;;;;;;;;TS;TS;;;;;;;;;;;;
44;15:49;B;B;;;;;;;;TS;;;;;;;;;;;;;
44;15:52;;;;;;;;;;;;;;;;;;;;;;;
44;15:54;;;;;;;;;;FS;;;;;;;;;;;;;
44;16:06;;;;;;;;;;;;;;;;;;;;;;;
45;10:11;C;B;B;B;D;D;L;L;;FS;F;TS;TS;;;;;;;;;;
45;10:13;D;;;;;;;;;FS;;;;;;;;;;;;;
45;10:19;D;;;;;;;;;;;;;;;;;;;;;;
45;10:24;D;;;;;;;;;FS;TS;;;;;;;;;;;;
45;10:26;;;;;;;;;;TS;;;;;;;;;;;;;
45;10:29;B;;;;;;;;;TS;;;;;;;;;;;;;
45;10:38;;;;;;;;;;;;;;;;;;;;;;;
45;10:42;;;;;;;;;;;;;;;;;;;;;;;
45;10:50;;;;;;;;;;FS;;;;;;;;;;;;;
46;11:33;D;;;;;;;;;;;;;;;;;;;;;;
46;11:40;D;;;;;;;;;FS;;;;;;;;;;;;;
46;11:40;;;;;;;;;;;;;;;;;;;;;;;
46;11:41;D;;;;;;;;;;;;;;;;;;;;;;
46;11:47;;;;;;;;;;FS;;;;;;;;;;;;;
46;11:53;D;;;;;;;;;;;;;;;;;;;;;;
46;11:54;D;;;;;;;;;TS;;;;;;;;;;;;;
46;11:55;D;;;;;;;;;;;;;;;;;;;;;;
46;12:09;D;D;;;;;;;;;;;;;;;;;;;;;
46;12:19;D;L;;;;;;;;;;;;;;;;;;;;;
46;12:20;D;;;;;;;;;;;;;;;;;;;;;;
47;13:50;;;;;;;;;;;;;;;;;;;;;;;
47;13:51;;;;;;;;;;;;;;;;;;;;;;;
47;13:54;B;;;;;;;;;MG;FS;;;;;;;;;;;;
47;14:00;D;;;;;;;;;FS;;;;;;;;;;;;;
47;14:02;;;;;;;;;;MG;FS;;;;;;;;;;;;
47;14:04;;;;;;;;;;;;;;;;;;;;;;;
47;14:08;;;;;;;;;;;;;;;;;;;;;;;
47;14:08;;;;;;;;;;;;;;;;;;;;;;;
47;14:12;;;;;;;;;;;;;;;;;;;;;;;
47;14:15;;;;;;;;;;TS;;;;;;;;;;;;;
47;14:19;;;;;;;;;;;;;;;;;;;;;;;
48;15:42;;;;;;;;;;;;;;;;;;;;;;;
48;15:50;;;;;;;;;;;;;;;;;;;;;;;
48;15:50;D;;;;;;;;;;;;;;;;;;;;;;
48;15:54;;;;;;;;;;;;;;;;;;;;;;;
48;16:04;B;;;;;;;;;;;;;;;;;;;;;;
49;10:39;;;;;;;;;;;;;;;;;;;;;;;
49;10:42;;;;;;;;;;FS;;;;;;;;;;;;;
49;10:43;;;;;;;;;;FS;;;;;;;;;;;;;
50;12:01;D;;;;;;;;;;;;;;;;;;;;;;
50;12:06;;;;;;;;;;;;;;;;;;;;;;;
50;12:08;;;;;;;;;;;;;;;;;;;;;;;
50;12:09;D;;;;;;;;;;;;;;;;;;;;;;
51;14:01;;;;;;;;;;D;;;;;;;;;;;;;
51;14:02;B;B;L;D;;;;;;D;B;L;TS;;;;;;;;;;
51;14:04;;;;;;;;;;;;;;;;;;;;;;;
51;14:15;;;;;;;;;;;;;;;;;;;;;;;
51;14:18;;;;;;;;;;TS;;;;;;;;;;;;;
51;14:28;;;;;;;;;;;;;;;;;;;;;;;
51;14:29;;;;;;;;;;;;;;;;;;;;;;;
51;14:30;D;B;;;;;;;;;;;;;;;;;;;;;
51;14:35;;;;;;;;;;;;;;;;;;;;;;;
51;14:36;;;;;;;;;;;;;;;;;;;;;;;
51;14:40;;;;;;;;;;;;;;;;;;;;;;;
52;16:02;;;;;;;;;;FS;TS;;;;;;;;;;;;
53;10:07;D;B;;;;;;;;TS;TS;;;;;;;;;;;;
53;10:13;D;L;B;B;B;;;;;TS;;;;;;;;;;;;;
53;10:16;D;L;;;;;;;;TS;;;;;;;;;;;;;
53;10:24;;;;;;;;;;;;;;;;;;;;;;;
53;10:29;;;;;;;;;;TS;;;;;;;;;;;;;
53;10:29;D;;;;;;;;;;;;;;;;;;;;;;
53;10:45;D;B;L;;;;;;;TS;;;;;;;;;;;;;
53;11:04;;;;;;;;;;;;;;;;;;;;;;;
54;11:44;D;;;;;;;;;;;;;;;;;;;;;;
54;11:54;L;;;;;;;;;;;;;;;;;;;;;;
54;11:55;B;D;;;;;;;;;;;;;;;;;;;;;
54;12:00;;;;;;;;;;;;;;;;;;;;;;;
54;12:12;D;;;;;;;;;FS;MG;;;;;;;;;;;;
54;12:18;;;;;;;;;;;;;;;;;;;;;;;
54;12:31;;;;;;;;;;;;;;;;;;;;;;;
54;12:32;;;;;;;;;;;;;;;;;;;;;;;
54;12:34;;;;;;;;;;;;;;;;;;;;;;;
55;13:35;;;;;;;;;;;;;;;;;;;;;;;
55;13:38;;;;;;;;;;;;;;;;;;;;;;;
55;13:42;D;;;;;;;;;;;;;;;;;;;;;;
55;13:43;;;;;;;;;;;;;;;;;;;;;;;
55;13:44;;;;;;;;;;;;;;;;;;;;;;;
55;13:50;D;;;;;;;;;D;;;;;;;;;;;;;
55;13:52;D;;;;;;;;;FS;;;;;;;;;;;;;
55;14:05;;;;;;;;;;;;;;;;;;;;;;;
55;14:06;;;;;;;;;;;;;;;;;;;;;;;
55;14:13;D;;;;;;;;;;;;;;;;;;;;;;
55;14:26;;;;;;;;;;;;;;;;;;;;;;;
56;15:04;D;;;;;;;;;;;;;;;;;;;;;;
57;10:31;D;L;L;C;;;;;;TS;FS;F;;;;;;;;;;;
57;10:44;D;L;L;B;;;;;;TS;TS;;;;;;;;;;;;
57;10:45;;;;;;;;;;;;;;;;;;;;;;;
57;10:50;;;;;;;;;;;;;;;;;;;;;;;
57;10:51;;;;;;;;;;TS;;;;;;;;;;;;;
57;10:52;;;;;;;;;;TS;;;;;;;;;;;;;
57;10:54;;;;;;;;;;TS;;;;;;;;;;;;;
57;10:57;;;;;;;;;;;;;;;;;;;;;;;
58;11:47;D;;;;;;;;;;;;;;;;;;;;;;
58;11:48;;;;;;;;;;;;;;;;;;;;;;;
58;11:52;;;;;;;;;;TS;;;;;;;;;;;;;
58;12:04;MG;;;;;;;;;;;;;;;;;;;;;;
58;12:04;;;;;;;;;;;;;;;;;;;;;;;
58;12:07;;;;;;;;;;;;;;;;;;;;;;;
58;12:12;;;;;;;;;;;;;;;;;;;;;;;
58;12:13;;;;;;;;;;;;;;;;;;;;;;;
58;12:16;;;;;;;;;;;;;;;;;;;;;;;
58;12:17;;;;;;;;;;;;;;;;;;;;;;;
59;13:26;;;;;;;;;;;;;;;;;;;;;;;
59;13:27;;;;;;;;;;;;;;;;;;;;;;;
59;13:28;;;;;;;;;;;;;;;;;;;;;;;
59;13:30;;;;;;;;;;;;;;;;;;;;;;;
59;13:31;FS;FS;;;;;;;;;;;;;;;;;;;;;
59;13:34;;;;;;;;;;;;;;;;;;;;;;;
59;13:36;;;;;;;;;;;;;;;;;;;;;;;
59;13:39;;;;;;;;;;;;;;;;;;;;;;;
59;13:42;;;;;;;;;;;;;;;;;;;;;;;
59;13:49;;;;;;;;;;;;;;;;;;;;;;;
59;13:55;FS;;;;;;;;;;;;;;;;;;;;;;
60;14:49;;;;;;;;;;;;;;;;;;;;;;;
60;15:04;;;;;;;;;;;;;;;;;;;;;;;
60;15:08;;;;;;;;;;MG;;;;;;;;;;;;;
60;15:11;;;;;;;;;;MG;;;;;;;;;;;;;
60;15:26;;;;;;;;;;;;;;;;;;;;;;;
60;15:27;;;;;;;;;;;;;;;;;;;;;;;
60;15:37;;;;;;;;;;FS;;;;;;;;;;;;;
60;15:40;;;;;;;;;;;;;;;;;;;;;;;
60;15:41;;;;;;;;;;;;;;;;;;;;;;;
60;15:42;;;;;;;;;;;;;;;;;;;;;;;
60;15:43;;;;;;;;;;;;;;;;;;;;;;;
60;15:45;;;;;;;;;;;;;;;;;;;;;;;
60;15:48;;;;;;;;;;FS;;;;;;;;;;;;;
60;15:49;;;;;;;;;;;;;;;;;;;;;;;
60;15:51;;;;;;;;;;;;;;;;;;;;;;;
60;15:56;;;;;;;;;;;;;;;;;;;;;;;
61;10:26;;;;;;;;;;FS;;;;;;;;;;;;;
61;10:27;;;;;;;;;;TS;;;;;;;;;;;;;
61;10:28;B;B;L;L;L;C;C;D;D;TS;F;TS;F;;;;;;;;;;
61;10:39;D;C;L;L;B;B;;;;TS;F;TS;;;;;;;;;;;
61;10:40;L;B;;;;;;;;TS;;;;;;;;;;;;;
62;11:17;D;B;B;C;;;;;;F;;;;;;;;;;;;;
62;11:19;D;;;;;;;;;FS;;;;;;;;;;;;;
62;11:19;B;C;L;L;;;;;;TS;F;;;;;;;;;;;;
62;11:23;B;B;B;C;D;;;;;TS;F;;;;;;;;;;;;
62;11:36;D;C;B;B;B;;;;;FS;F;B;;;;;;;;;;;
62;11:37;D;C;B;;;;;;;F;TS;;;;;;;;;;;;
63;12:58;B;B;B;B;C;;;;;F;TS;;;;;;;;;;;;
63;13:01;;;;;;;;;;;;;;;;;;;;;;;
63;13:02;;;;;;;;;;TS;;;;;;;;;;;;;
63;13:03;D;;;;;;;;;;;;;;;;;;;;;;
63;13:03;D;;;;;;;;;FS;;;;;;;;;;;;;
63;13:04;D;B;;;;;;;;;;;;;;;;;;;;;
63;13:05;;;;;;;;;;TS;;;;;;;;;;;;;
63;13:05;D;;;;;;;;;FS;;;;;;;;;;;;;
63;13:14;;;;;;;;;;TS;;;;;;;;;;;;;
63;13:18;;;;;;;;;;;;;;;;;;;;;;;
63;13:29;;;;;;;;;;FS;;;;;;;;;;;;;
64;14:04;;;;;;;;;;MG;;;;;;;;;;;;;
64;14:09;;;;;;;;;;;;;;;;;;;;;;;
64;14:11;;;;;;;;;;;;;;;;;;;;;;;
64;14:12;;;;;;;;;;;;;;;;;;;;;;;
64;14:13;;;;;;;;;;;;;;;;;;;;;;;
64;14:14;;;;;;;;;;TS;;;;;;;;;;;;;
64;14:21;;;;;;;;;;MG;;;;;;;;;;;;;
64;14:25;;;;;;;;;;;;;;;;;;;;;;;
64;14:25;;;;;;;;;;TS;;;;;;;;;;;;;
64;14:26;;;;;;;;;;;;;;;;;;;;;;;
64;14:27;;;;;;;;;;;;;;;;;;;;;;;
64;14:31;;;;;;;;;;MG;;;;;;;;;;;;;
64;14:32;;;;;;;;;;MG;;;;;;;;;;;;;
64;14:38;;;;;;;;;;;;;;;;;;;;;;;
64;14:40;;;;;;;;;;;;;;;;;;;;;;;
64;14:45;;;;;;;;;;;;;;;;;;;;;;;
65;10:44;;;;;;;;;;;;;;;;;;;;;;;
65;10:51;D;;;;;;;;;;;;;;;;;;;;;;
65;10:52;D;;;;;;;;;;;;;;;;;;;;;;
65;10:58;;;;;;;;;;;;;;;;;;;;;;;
65;10:59;D;;;;;;;;;FS;;;;;;;;;;;;;
65;11:00;D;B;;;;;;;;TS;;;;;;;;;;;;;
65;11:02;;;;;;;;;;;;;;;;;;;;;;;
65;11:03;;;;;;;;;;;;;;;;;;;;;;;
65;11:09;;;;;;;;;;;;;;;;;;;;;;;
65;11:10;D;B;L;C;;;;;;F;;;;;;;;;;;;;
65;11:14;;;;;;;;;;MG;TS;;;;;;;;;;;;
65;11:19;;;;;;;;;;TS;;;;;;;;;;;;;
65;11:20;D;L;L;B;;;;;;FS;TS;TS;FS;;;;;;;;;;
65;11:20;;;;;;;;;;;;;;;;;;;;;;;
65;11:26;;;;;;;;;;;;;;;;;;;;;;;
65;11:47;D;L;;;;;;;;TS;;;;;;;;;;;;;
65;11:48;D;;;;;;;;;;;;;;;;;;;;;;
65;11:49;;;;;;;;;;;;;;;;;;;;;;;
65;11:49;;;;;;;;;;;;;;;;;;;;;;;
66;12:39;B;;;;;;;;;;;;;;;;;;;;;;
66;13:03;;;;;;;;;;;;;;;;;;;;;;;
66;13:09;;;;;;;;;;MG;;;;;;;;;;;;;
66;13:10;;;;;;;;;;;;;;;;;;;;;;;
66;13:17;;;;;;;;;;;;;;;;;;;;;;;
66;13:29;;;;;;;;;;;;;;;;;;;;;;;
67;15:04;;;;;;;;;;;;;;;;;;;;;;;
67;15:12;;;;;;;;;;;;;;;;;;;;;;;
68;16:15;;;;;;;;;;;;;;;;;;;;;;;
68;16:30;D;;;;;;;;;;;;;;;;;;;;;;
68;16:31;L;D;;;;;;;;;;;;;;;;;;;;;
68;16:56;;;;;;;;;;;;;;;;;;;;;;;
68;17:05;;;;;;;;;;;;;;;;;;;;;;;
68;17:14;;;;;;;;;;TS;;;;;;;;;;;;;
69;10:10;;;;;;;;;;TS;;;;;;;;;;;;;
69;10:16;D;;;;;;;;;FS;;;;;;;;;;;;;
69;10:17;;;;;;;;;;;;;;;;;;;;;;;
69;10:46;D;;;;;;;;;FS;FS;;;;;;;;;;;;
69;10:47;D;;;;;;;;;FS;;;;;;;;;;;;;
69;10:54;D;;;;;;;;;FS;FS;FS;;;;;;;;;;;
69;10:56;;;;;;;;;;FS;;;;;;;;;;;;;
69;10:59;D;B;;;;;;;;FS;FS;FS;;;;;;;;;;;
69;11:00;;;;;;;;;;FS;;;;;;;;;;;;;
69;11:09;;;;;;;;;;;;;;;;;;;;;;;
70;12:10;;;;;;;;;;;;;;;;;;;;;;;
70;12:27;;;;;;;;;;;;;;;;;;;;;;;
70;12:29;D;;;;;;;;;;;;;;;;;;;;;;
70;12:31;;;;;;;;;;;;;;;;;;;;;;;
71;10:50;;;;;;;;;;;;;;;;;;;;;;;
71;10:52;;;;;;;;;;;;;;;;;;;;;;;
71;10:56;;;;;;;;;;;;;;;;;;;;;;;
71;10:56;;;;;;;;;;;;;;;;;;;;;;;
71;10:58;;;;;;;;;;;;;;;;;;;;;;;
71;11:00;;;;;;;;;;;;;;;;;;;;;;;
71;11:04;;;;;;;;;;;;;;;;;;;;;;;
71;11:05;;;;;;;;;;TS;;;;;;;;;;;;;
71;11:08;;;;;;;;;;;;;;;;;;;;;;;
71;11:09;;;;;;;;;;;;;;;;;;;;;;;
71;11:09;;;;;;;;;;TS;;;;;;;;;;;;;
71;11:11;;;;;;;;;;;;;;;;;;;;;;;
72;12:04;;;;;;;;;;;;;;;;;;;;;;;
72;12:07;;;;;;;;;;TS;;;;;;;;;;;;;
72;12:10;;;;;;;;;;;;;;;;;;;;;;;
72;12:12;;;;;;;;;;TS;TS;;;;;;;;;;;;
72;12:12;;;;;;;;;;;;;;;;;;;;;;;
72;12:15;;;;;;;;;;;;;;;;;;;;;;;
72;12:19;;;;;;;;;;TS;;;;;;;;;;;;;
72;12:20;;;;;;;;;;;;;;;;;;;;;;;
72;12:21;;;;;;;;;;;;;;;;;;;;;;;
72;12:22;;;;;;;;;;;;;;;;;;;;;;;
72;12:29;;;;;;;;;;;;;;;;;;;;;;;
72;12:29;;;;;;;;;;;;;;;;;;;;;;;
73;13:41;;;;;;;;;;;;;;;;;;;;;;;
74;14:54;;;;;;;;;;TS;MG;;;;;;;;;;;;
74;14:56;;;;;;;;;;;;;;;;;;;;;;;
74;14:57;;;;;;;;;;TS;MG;TS;;;;;;;;;;;
74;15:20;;;;;;;;;;;;;;;;;;;;;;;
74;15:27;;;;;;;;;;;;;;;;;;;;;;;
74;15:29;;;;;;;;;;;;;;;;;;;;;;;
75;10:12;;;;;;;;;;;;;;;;;;;;;;;
75;10:24;;;;;;;;;;;;;;;;;;;;;;;
75;10:35;;;;;;;;;;;;;;;;;;;;;;;
76;11:08;;;;;;;;;;;;;;;;;;;;;;;
76;11:11;;;;;;;;;;FS;;;;;;;;;;;;;
76;11:12;;;;;;;;;;;;;;;;;;;;;;;
76;11:13;;;;;;;;;;;;;;;;;;;;;;;
76;11:15;;;;;;;;;;;;;;;;;;;;;;;
76;11:28;;;;;;;;;;;;;;;;;;;;;;;
76;11:32;;;;;;;;;;;;;;;;;;;;;;;
76;11:32;;;;;;;;;;;;;;;;;;;;;;;
77;12:44;;;;;;;;;;FS;;;;;;;;;;;;;
77;12:47;;;;;;;;;;;;;;;;;;;;;;;
77;12:47;;;;;;;;;;;;;;;;;;;;;;;
77;13:00;;;;;;;;;;;;;;;;;;;;;;;
77;13:02;;;;;;;;;;;;;;;;;;;;;;;
77;13:08;;;;;;;;;;;;;;;;;;;;;;;
78;13:49;;;;;;;;;;;;;;;;;;;;;;;
78;14:09;;;;;;;;;;;;;;;;;;;;;;;
78;14:11;;;;;;;;;;;;;;;;;;;;;;;
79;10:41;FS;;;;;;;;;TS;;;;;;;;;;;;;
79;10:44;;;;;;;;;;;;;;;;;;;;;;;
79;11:07;;;;;;;;;;;;;;;;;;;;;;;
79;11:07;;;;;;;;;;;;;;;;;;;;;;;
79;11:08;;;;;;;;;;MG;;;;;;;;;;;;;
79;11:13;;;;;;;;;;;;;;;;;;;;;;;
79;11:16;;;;;;;;;;D;;;;;;;;;;;;;
79;11:17;;;;;;;;;;;;;;;;;;;;;;;
79;11:18;;;;;;;;;;D;;;;;;;;;;;;;
79;11:18;;;;;;;;;;MG;;;;;;;;;;;;;
79;11:22;;;;;;;;;;;;;;;;;;;;;;;
79;11:23;;;;;;;;;;;;;;;;;;;;;;;
79;11:23;;;;;;;;;;;;;;;;;;;;;;;
80;12:07;;;;;;;;;;TS;;;;;;;;;;;;;
80;12:22;;;;;;;;;;TS;;;;;;;;;;;;;
80;12:27;;;;;;;;;;;;;;;;;;;;;;;
81;14:03;;;;;;;;;;TS;TS;;;;;;;;;;;;
81;14:05;TS;;;;;;;;;TS;FS;;;;;;;;;;;;
81;14:06;;;;;;;;;;TS;;;;;;;;;;;;;
81;14:06;;;;;;;;;;;;;;;;;;;;;;;
81;14:19;;;;;;;;;;;;;;;;;;;;;;;
82;14:51;;;;;;;;;;;;;;;;;;;;;;;
82;14:52;;;;;;;;;;;;;;;;;;;;;;;
82;14:55;TS;;;;;;;;;;;;;;;;;;;;;;
82;14:57;;;;;;;;;;;;;;;;;;;;;;;
82;15:00;;;;;;;;;;;;;;;;;;;;;;;
82;15:01;;;;;;;;;;;;;;;;;;;;;;;
82;15:07;TS;;;;;;;;;;;;;;;;;;;;;;
82;15:07;;;;;;;;;;;;;;;;;;;;;;;
82;15:13;;;;;;;;;;;;;;;;;;;;;;;
82;15:15;;;;;;;;;;;;;;;;;;;;;;;
82;15:16;;;;;;;;;;;;;;;;;;;;;;;
83;9:58;;;;;;;;;;;;;;;;;;;;;;;
84;11:24;;;;;;;;;;;;;;;;;;;;;;;
84;11:37;;;;;;;;;;;;;;;;;;;;;;;
84;11:40;;;;;;;;;;FS;;;;;;;;;;;;;
84;11:41;;;;;;;;;;FS;;;;;;;;;;;;;
84;11:42;;;;;;;;;;TS;;;;;;;;;;;;;
84;11:43;;;;;;;;;;;;;;;;;;;;;;;
84;11:45;;;;;;;;;;;;;;;;;;;;;;;
84;11:46;;;;;;;;;;;;;;;;;;;;;;;
84;11:46;;;;;;;;;;;;;;;;;;;;;;;
84;11:49;;;;;;;;;;;;;;;;;;;;;;;
84;11:51;;;;;;;;;;;;;;;;;;;;;;;
84;11:55;;;;;;;;;;;;;;;;;;;;;;;
84;11:57;;;;;;;;;;;;;;;;;;;;;;;
85;13:23;D;;;;;;;;;FS;;;;;;;;;;;;;
85;13:23;;;;;;;;;;;;;;;;;;;;;;;
85;13:28;D;;;;;;;;;;;;;;;;;;;;;;
85;13:32;;;;;;;;;;;;;;;;;;;;;;;
85;13:37;;;;;;;;;;;;;;;;;;;;;;;
85;13:38;;;;;;;;;;;;;;;;;;;;;;;
85;13:39;;;;;;;;;;;;;;;;;;;;;;;
85;13:40;D;B;;;;;;;;;;;;;;;;;;;;;
85;13:41;;;;;;;;;;;;;;;;;;;;;;;
85;13:45;;;;;;;;;;;;;;;;;;;;;;;
85;13:47;D;;;;;;;;;;;;;;;;;;;;;;
85;13:48;D;;;;;;;;;;;;;;;;;;;;;;
85;13:48;;;;;;;;;;;;;;;;;;;;;;;
85;13:50;D;;;;;;;;;;;;;;;;;;;;;;
85;13:51;;;;;;;;;;;;;;;;;;;;;;;
85;13:52;;;;;;;;;;;;;;;;;;;;;;;
85;13:52;;;;;;;;;;;;;;;;;;;;;;;
86;14:33;;;;;;;;;;TS;;;;;;;;;;;;;
86;14:35;MG;;;;;;;;;FS;;;;;;;;;;;;;
86;14:36;MG;;;;;;;;;;;;;;;;;;;;;;
86;14:37;;;;;;;;;;;;;;;;;;;;;;;
86;14:40;;;;;;;;;;;;;;;;;;;;;;;
86;15:03;;;;;;;;;;;;;;;;;;;;;;;
86;15:04;B;;;;;;;;;TS;;;;;;;;;;;;;
86;15:05;;;;;;;;;;FS;;;;;;;;;;;;;
86;15:07;;;;;;;;;;;;;;;;;;;;;;;
86;15:09;;;;;;;;;;;;;;;;;;;;;;;
86;15:10;D;;;;;;;;;;;;;;;;;;;;;;
86;15:11;;;;;;;;;;;;;;;;;;;;;;;
86;15:12;;;;;;;;;;;;;;;;;;;;;;;
86;15:22;;;;;;;;;;;;;;;;;;;;;;;
86;15:23;;;;;;;;;;;;;;;;;;;;;;;
87;;;;;;;;;;;;;;;;;;;;;;;;
88;12:37;;;;;;;;;;;;;;;;;;;;;;;
88;12:44;;;;;;;;;;;;;;;;;;;;;;;
88;12:47;;;;;;;;;;;;;;;;;;;;;;;
89;13:58;FS;;;;;;;;;;;;;;;;;;;;;;
89;14:26;;;;;;;;;;;;;;;;;;;;;;;
89;14:27;;;;;;;;;;;;;;;;;;;;;;;
90;15:13;;;;;;;;;;;;;;;;;;;;;;;
90;15:14;;;;;;;;;;;;;;;;;;;;;;;
90;15:16;;;;;;;;;;;;;;;;;;;;;;;
91;10:07;;;;;;;;;;;;;;;;;;;;;;;
91;10:10;;;;;;;;;;;;;;;;;;;;;;;
91;10:11;;;;;;;;;;;;;;;;;;;;;;;
91;10:12;;;;;;;;;;;;;;;;;;;;;;;
91;12:13;;;;;;;;;;;;;;;;;;;;;;;
91;10:14;;;;;;;;;;;;;;;;;;;;;;;
92;11:08;;;;;;;;;;;;;;;;;;;;;;;
92;11:27;;;;;;;;;;;;;;;;;;;;;;;
92;11:29;;;;;;;;;;;;;;;;;;;;;;;
92;11:30;;;;;;;;;;FS;;;;;;;;;;;;;
92;11:31;;;;;;;;;;FS;;;;;;;;;;;;;
92;11:39;;;;;;;;;;;;;;;;;;;;;;;
93;12:52;;;;;;;;;;D;B;D;;;;;;;;;;;
93;12:53;;;;;;;;;;;;;;;;;;;;;;;
93;12:56;;;;;;;;;;;;;;;;;;;;;;;
93;13:00;;;;;;;;;;;;;;;;;;;;;;;
93;13:01;;;;;;;;;;;;;;;;;;;;;;;
93;13:04;;;;;;;;;;;;;;;;;;;;;;;
94;13:58;;;;;;;;;;;;;;;;;;;;;;;
94;14:07;FS;;;;;;;;;;;;;;;;;;;;;;
94;14:19;;;;;;;;;;;;;;;;;;;;;;;
94;14:26;;;;;;;;;;;;;;;;;;;;;;;
